Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,PHID,NPHI,VSH,Bulk Density,PE_filled
2,B3 SH,ALEXANDER D,2997.0,72.21,0.643,3.7,10.69,3.246900000000001,1,0.333,8.84,12.54,0.1768114620756066,2.473615,Predicted
2,B3 SH,ALEXANDER D,2997.5,72.65,0.624,2.6,11.085,3.24471,1,0.296,9.785,12.385000000000002,0.1780650197577785,2.4670975,Predicted
2,B3 SH,ALEXANDER D,2998.0,78.02,0.604,2.9,11.185,3.219949999999999,1,0.259,9.735000000000001,12.635,0.19336412146973941,2.4654475,Predicted
2,B3 SH,ALEXANDER D,2998.5,83.45,0.589,5.3,11.95,3.3266299999999998,1,0.222,9.299999999999999,14.6,0.2088341628656329,2.452825,Predicted
2,B3 SH,ALEXANDER D,2999.0,84.37,0.571,7.1,12.69,3.423210000000001,1,0.185,9.14,16.24,0.21145523801926494,2.4406149999999998,Predicted
2,B3 SH,ALEXANDER D,2999.5,76.3,0.563,8.1,12.975,3.3008300000000004,1,0.148,8.925,17.025,0.18846385053034037,2.4359124999999997,Predicted
3,B3 SH,ALEXANDER D,3000.0,67.17,0.616,9.0,13.23,3.4055899999999992,1,0.111,8.73,17.73,0.1624525286252746,2.431705,Predicted
3,B3 SH,ALEXANDER D,3000.5,58.04,0.69,9.3,12.135,3.54814,1,0.074,7.484999999999999,16.785,0.1364412067202088,2.4497725,Predicted
3,B3 SH,ALEXANDER D,3001.0,47.67,0.749,8.3,9.755,3.9425299999999974,1,0.037,5.605,13.905000000000001,0.10689713134720415,2.4890425,Predicted
3,B3 SH,ALEXANDER D,3001.5,36.2,0.787,5.0,8.545,4.30169,1,0.0,6.045,11.045,0.0742191617687699,2.5090074999999996,Predicted
8,B3 LM,ALEXANDER D,3002.0,36.2,0.787,5.0,8.545,4.085229999999998,2,1.0,6.045,11.045,0.0742191617687699,2.5090074999999996,Predicted
8,B3 LM,ALEXANDER D,3002.5,33.43,0.803,2.3,8.365,4.351860000000004,2,0.667,7.215,9.515,0.06632744636055168,2.5119775,Predicted
8,B3 LM,ALEXANDER D,3003.0,34.13,0.797,2.2,8.58,4.518810000000003,2,0.333,7.48,9.68,0.0683217426730978,2.5084299999999997,Predicted
2,B4 SH,ALEXANDER D,3003.5,38.89,0.784,5.1,8.17,4.2597400000000025,1,1.0,5.62,10.719999999999999,0.08188295759841141,2.515195,Predicted
2,B4 SH,ALEXANDER D,3004.0,50.61,0.766,5.6,7.995,3.6223300000000016,1,0.958,5.195,10.795,0.11527317585989784,2.5180825000000002,Predicted
2,B4 SH,ALEXANDER D,3004.5,59.35,0.747,5.1,8.205,3.492940000000001,1,0.917,5.655,10.754999999999999,0.14017338981940222,2.5146175000000004,Predicted
2,B4 SH,ALEXANDER D,3005.0,64.74,0.728,4.5,8.505,3.4590700000000023,1,0.875,6.255000000000001,10.755,0.15552947142600732,2.5096674999999995,Predicted
2,B4 SH,ALEXANDER D,3005.5,71.24,0.707,4.0,8.925,3.372300000000002,1,0.833,6.925000000000001,10.925,0.17404793718536413,2.5027374999999994,Predicted
2,B4 SH,ALEXANDER D,3006.0,72.62,0.685,4.3,9.675,3.3987400000000014,1,0.792,7.525,11.825000000000001,0.17797954991581222,2.4903625,Predicted
2,B4 SH,ALEXANDER D,3006.5,77.63,0.661,4.8,10.675,3.4198399999999993,1,0.75,8.275,13.075000000000001,0.19225301352417798,2.4738624999999996,Predicted
2,B4 SH,ALEXANDER D,3007.0,84.78,0.617,4.8,11.425,3.2999999999999985,1,0.708,9.025,13.825000000000001,0.2126233258594705,2.4614875,Predicted
2,B4 SH,ALEXANDER D,3007.5,88.14,0.589,5.0,11.935,3.2249600000000016,1,0.667,9.435,14.435,0.22219594815969188,2.4530724999999998,Predicted
2,B4 SH,ALEXANDER D,3008.0,89.78,0.554,5.3,12.21,3.2926800000000025,1,0.625,9.56,14.860000000000001,0.2268682995205142,2.448535,Predicted
2,B4 SH,ALEXANDER D,3008.5,86.7,0.52,4.8,11.29,3.32204,1,0.583,8.889999999999999,13.69,0.21809339574531128,2.4637149999999997,Predicted
2,B4 SH,ALEXANDER D,3009.0,78.2,0.493,4.9,10.755,3.3554700000000004,1,0.542,8.305,13.205000000000002,0.193876940521537,2.4725424999999994,Predicted
2,B4 SH,ALEXANDER D,3009.5,73.68,0.47,4.4,10.79,3.22986,1,0.5,8.59,12.989999999999998,0.1809994843319535,2.471965,Predicted
2,B4 SH,ALEXANDER D,3010.0,72.57,0.456,3.7,11.08,3.1457899999999976,1,0.458,9.23,12.93,0.17783710017920176,2.4671799999999995,Predicted
2,B4 SH,ALEXANDER D,3010.5,77.21,0.444,3.5,11.495,3.1092099999999987,1,0.417,9.745,13.245,0.19105643573665032,2.4603325,Predicted
2,B4 SH,ALEXANDER D,3011.0,81.84,0.444,3.6,11.985,3.0307799999999987,1,0.375,10.184999999999999,13.785,0.2042472813467768,2.4522475,Predicted
2,B4 SH,ALEXANDER D,3011.5,83.79,0.438,4.0,12.38,2.98642,1,0.333,10.38,14.38,0.20980282107458387,2.44573,Predicted
2,B4 SH,ALEXANDER D,3012.0,84.57,0.438,4.3,12.78,3.02695,1,0.292,10.629999999999999,14.93,0.21202503696570665,2.43913,Predicted
2,B4 SH,ALEXANDER D,3012.5,85.68,0.431,4.4,13.26,3.0227499999999985,1,0.25,11.059999999999999,15.46,0.21518742111845837,2.4312099999999996,Predicted
2,B4 SH,ALEXANDER D,3013.0,86.46,0.431,5.2,14.46,2.96337,1,0.208,11.860000000000001,17.060000000000002,0.21740963700958116,2.4114099999999996,Predicted
2,B4 SH,ALEXANDER D,3013.5,86.45,0.431,7.0,16.615,3.21524,1,0.167,13.114999999999998,20.115,0.2173811470622591,2.3758524999999997,Predicted
2,B4 SH,ALEXANDER D,3014.0,85.52,0.431,9.1,17.94,3.250610000000001,1,0.125,13.39,22.490000000000002,0.21473158196130496,2.3539899999999996,Predicted
2,B4 SH,ALEXANDER D,3014.5,65.56,0.441,9.3,18.225,3.059069999999999,1,0.083,13.575000000000001,22.875,0.1578656471064185,2.3492875,Predicted
2,B4 SH,ALEXANDER D,3015.0,43.49,0.549,6.3,17.055,3.714019999999999,1,0.042,13.905,20.205,0.09498833336657161,2.3685925,Predicted
8,B4 LM,ALEXANDER D,3015.5,31.57,0.617,-0.1,14.37,3.9165499999999986,2,1.0,14.42,14.319999999999999,0.061028316158643424,2.4128950000000002,Predicted
8,B4 LM,ALEXANDER D,3016.0,29.3,0.621,-2.3,13.62,4.293800000000001,2,0.833,14.77,12.469999999999999,0.054561098116529594,2.4252700000000003,Predicted
8,B4 LM,ALEXANDER D,3016.5,27.9,0.627,-0.6,12.335,4.724820000000002,2,0.667,12.635000000000002,12.035,0.050572505491437346,2.4464724999999996,Predicted
8,B4 LM,ALEXANDER D,3017.0,40.33,0.627,1.3,11.47,4.56768,2,0.5,10.82,12.120000000000001,0.08598551001279199,2.4607449999999997,Predicted
8,B4 LM,ALEXANDER D,3017.5,54.83,0.627,3.5,11.895,4.373060000000001,2,0.333,10.145,13.645,0.12729593362981872,2.4537324999999996,Predicted
8,B4 LM,ALEXANDER D,3018.0,69.32,0.617,12.1,16.105,3.6058599999999967,2,0.167,10.055,22.155,0.16857786729952334,2.3842675,Predicted
3,B5 SH,ALEXANDER D,3018.5,83.21,0.594,14.4,19.345,3.445310000000002,1,1.0,12.145,26.544999999999998,0.20815040412990277,2.3308074999999997,Predicted
3,B5 SH,ALEXANDER D,3019.0,91.02,0.494,13.3,21.48,3.5649300000000004,1,0.875,14.83,28.130000000000003,0.23040105298845304,2.2955799999999997,Predicted
3,B5 SH,ALEXANDER D,3019.5,95.68,0.378,9.7,22.44,3.1671300000000007,1,0.75,17.590000000000003,27.29,0.2436773684405458,2.27974,Predicted
3,B5 SH,ALEXANDER D,3020.0,98.58,0.356,9.4,23.4,3.1036299999999994,1,0.625,18.7,28.099999999999998,0.2519394531639511,2.2639,Predicted
3,B5 SH,ALEXANDER D,3020.5,97.21,0.33,11.6,24.03,3.1729199999999995,1,0.5,18.23,29.830000000000002,0.24803633038082512,2.253505,Predicted
3,B5 SH,ALEXANDER D,3021.0,94.91,0.318,12.9,23.59,3.2123100000000027,1,0.375,17.14,30.04,0.24148364249674503,2.260765,Predicted
3,B5 SH,ALEXANDER D,3021.5,90.57,0.312,12.3,23.56,3.2247500000000016,1,0.25,17.409999999999997,29.71,0.22911900535895907,2.2612599999999996,Predicted
3,B5 SH,ALEXANDER D,3022.0,81.18,0.324,11.1,23.74,3.0758799999999997,1,0.125,18.189999999999998,29.29,0.20236694482351905,2.25829,Predicted
8,B5 LM,ALEXANDER D,3022.5,43.14,0.34,0.6,16.815,4.100369999999999,2,1.0,16.515,17.115000000000002,0.09399118521029855,2.3725525000000003,Predicted
8,B5 LM,ALEXANDER D,3023.0,33.38,0.36,4.2,15.15,4.172989999999997,2,0.967,13.05,17.25,0.06618499662394126,2.400025,Predicted
8,B5 LM,ALEXANDER D,3023.5,29.88,0.38,6.0,15.305,4.243529999999998,2,0.933,12.305,18.305,0.05621351506121066,2.3974675,Predicted
8,B5 LM,ALEXANDER D,3024.0,28.03,0.354,6.6,15.51,4.222759999999997,2,0.9,12.21,18.81,0.05094287480662449,2.394085,Predicted
8,B5 LM,ALEXANDER D,3024.5,27.17,0.336,6.5,15.77,4.211779999999997,2,0.867,12.52,19.02,0.048492739336924974,2.3897950000000003,Predicted
8,B5 LM,ALEXANDER D,3025.0,26.22,0.305,4.1,17.315,4.758679999999999,2,0.833,15.265,19.365000000000002,0.04578619434132666,2.3643025,Predicted
8,B5 LM,ALEXANDER D,3025.5,24.5,0.243,3.0,18.23,5.25371,2,0.8,16.73,19.73,0.040885923401927635,2.349205,Predicted
8,B5 LM,ALEXANDER D,3026.0,22.65,0.179,2.0,18.72,5.060660000000001,2,0.767,17.72,19.72,0.03561528314734146,2.3411199999999996,Predicted
8,B5 LM,ALEXANDER D,3026.5,19.4,0.158,1.1,18.76,5.35483,2,0.733,18.21,19.310000000000002,0.026356050267663054,2.34046,Predicted
8,B5 LM,ALEXANDER D,3027.0,17.21,0.155,-0.5,18.505,5.037419999999998,2,0.7,18.755,18.255,0.02011675180412592,2.3446675,Predicted
8,B5 LM,ALEXANDER D,3027.5,14.82,0.158,-1.4,17.86,5.013080000000001,2,0.667,18.56,17.16,0.01330765439414703,2.35531,Predicted
8,B5 LM,ALEXANDER D,3028.0,13.34,0.17,-0.2,16.15,5.201499999999999,2,0.633,16.25,16.049999999999997,0.009091142190478093,2.3835249999999997,Predicted
8,B5 LM,ALEXANDER D,3028.5,14.37,0.188,1.1,14.38,6.36144,2,0.6,13.83,14.930000000000001,0.012025606764653094,2.41273,Predicted
8,B5 LM,ALEXANDER D,3029.0,16.58,0.236,1.7,12.975,6.24143,2,0.567,12.125,13.825,0.018321885122834405,2.4359124999999997,Predicted
8,B5 LM,ALEXANDER D,3029.5,19.36,0.342,1.7,11.93,5.013059999999999,2,0.533,11.08,12.78,0.026242090478374707,2.453155,Predicted
6,B5 LM,ALEXANDER D,3030.0,22.13,0.417,2.2,11.195,4.3671500000000005,2,0.5,10.095,12.295,0.03413380588659292,2.4652825000000003,Predicted
6,B5 LM,ALEXANDER D,3030.5,24.46,0.441,3.7,10.44,4.386800000000003,2,0.467,8.59,12.29,0.04077196361263929,2.47774,Predicted
6,B5 LM,ALEXANDER D,3031.0,27.42,0.452,4.8,10.075,4.247159999999998,2,0.433,7.674999999999999,12.475,0.04920498801997716,2.4837625,Predicted
6,B5 LM,ALEXANDER D,3031.5,31.51,0.452,6.1,10.06,4.193539999999998,2,0.4,7.010000000000001,13.11,0.060857376474710914,2.48401,Predicted
7,B5 LM,ALEXANDER D,3032.0,36.65,0.452,6.9,10.375,4.046899999999999,2,0.367,6.925,13.825,0.07550120939826382,2.4788124999999996,Predicted
7,B5 LM,ALEXANDER D,3032.5,42.07,0.452,7.3,10.785,3.9245399999999995,2,0.333,7.135,14.435,0.0909427608468352,2.4720475,Predicted
8,B5 LM,ALEXANDER D,3033.0,44.85,0.464,6.9,11.1,4.483789999999998,2,0.3,7.6499999999999995,14.55,0.0988629662023755,2.46685,Predicted
8,B5 LM,ALEXANDER D,3033.5,43.82,0.487,3.2,12.825,4.73192,2,0.267,11.225,14.424999999999999,0.09592850162820049,2.4383875,Predicted
8,B5 LM,ALEXANDER D,3034.0,42.31,0.504,3.2,12.595,4.534339999999999,2,0.233,10.995000000000001,14.195,0.0916265195825653,2.4421825,Predicted
8,B5 LM,ALEXANDER D,3034.5,45.53,0.52,3.7,11.585,4.370560000000001,2,0.2,9.735000000000001,13.435,0.10080028262027745,2.4588475,Predicted
6,B5 LM,ALEXANDER D,3035.0,53.57,0.524,3.7,10.93,3.4718500000000008,2,0.167,9.08,12.78,0.12370620026723571,2.4696550000000004,Predicted
5,B5 LM,ALEXANDER D,3035.5,58.75,0.519,3.8,10.71,3.5411600000000005,2,0.133,8.81,12.610000000000001,0.138463992980077,2.473285,Predicted
6,B5 LM,ALEXANDER D,3036.0,62.45,0.5,3.7,10.68,3.5763800000000003,2,0.1,8.83,12.53,0.14900527348924933,2.4737799999999996,Predicted
8,B5 LM,ALEXANDER D,3036.5,64.3,0.476,6.7,12.145,4.4016899999999985,2,0.067,8.795,15.495,0.15427591374383548,2.4496074999999995,Predicted
8,B5 LM,ALEXANDER D,3037.0,83.36,0.43,10.6,14.415,4.143629999999997,2,0.033,9.114999999999998,19.715,0.20857775333973408,2.4121525000000004,Predicted
3,C SH,ALEXANDER D,3037.5,99.93,0.377,13.0,19.93,3.40345,1,1.0,13.43,26.43,0.25578559605243295,2.321155,Predicted
3,C SH,ALEXANDER D,3038.0,107.9,0.35,10.7,23.79,3.2907399999999996,1,0.981,18.439999999999998,29.14,0.2784920840681366,2.257465,Predicted
3,C SH,ALEXANDER D,3038.5,109.79,0.338,10.3,24.205,3.2959099999999997,1,0.962,19.055,29.354999999999997,0.2838766841120111,2.2506174999999997,Predicted
3,C SH,ALEXANDER D,3039.0,107.46,0.338,8.9,23.415,3.1782799999999987,1,0.943,18.965,27.865,0.2772385263859647,2.2636525,Predicted
3,C SH,ALEXANDER D,3039.5,104.2,0.364,8.8,21.355,3.1463799999999993,1,0.925,16.955,25.755000000000003,0.2679508035589642,2.2976425,Predicted
3,C SH,ALEXANDER D,3040.0,100.89,0.403,8.5,19.2,3.1676999999999986,1,0.906,14.95,23.45,0.25852063099535333,2.3332,Predicted
3,C SH,ALEXANDER D,3040.5,96.81,0.436,9.1,18.54,3.2026899999999983,1,0.887,13.989999999999998,23.09,0.24689673248794164,2.34409,Predicted
3,C SH,ALEXANDER D,3041.0,93.52,0.45,10.1,18.555,3.302579999999997,1,0.868,13.504999999999999,23.605,0.23752353981897487,2.3438425,Predicted
3,C SH,ALEXANDER D,3041.5,91.17,0.464,9.5,19.16,3.250419999999999,1,0.849,14.41,23.91,0.23082840219828435,2.3338599999999996,Predicted
3,C SH,ALEXANDER D,3042.0,91.16,0.48,7.0,20.555,3.156699999999999,1,0.83,17.055,24.055,0.23079991225096225,2.3108425,Predicted
3,C SH,ALEXANDER D,3042.5,91.16,0.498,7.0,20.82,3.1269699999999987,1,0.811,17.32,24.32,0.23079991225096225,2.3064700000000005,Predicted
3,C SH,ALEXANDER D,3043.0,90.22,0.511,9.2,20.195,3.2178000000000004,1,0.792,15.595,24.795,0.22812185720268605,2.3167825,Predicted
3,C SH,ALEXANDER D,3043.5,88.76,0.513,11.7,19.065,3.6543500000000013,1,0.774,13.215000000000002,24.915,0.2239623248936613,2.3354275,Predicted
3,C SH,ALEXANDER D,3044.0,87.23,0.525,10.5,18.955,3.64099,1,0.755,13.704999999999998,24.205,0.21960336295338193,2.3372425,Predicted
3,C SH,ALEXANDER D,3044.5,86.48,0.528,7.5,19.295,3.155429999999998,1,0.736,15.545000000000002,23.045,0.21746661690422536,2.3316325000000004,Predicted
2,C SH,ALEXANDER D,3045.0,86.01,0.528,4.6,19.375,3.0010800000000004,1,0.717,17.075,21.675,0.21612758938008728,2.3303125000000002,Predicted
2,C SH,ALEXANDER D,3045.5,86.01,0.522,5.6,17.82,2.99874,1,0.698,15.02,20.62,0.21612758938008728,2.3559699999999997,Predicted
2,C SH,ALEXANDER D,3046.0,86.0,0.516,8.9,15.975,3.1677799999999996,1,0.679,11.524999999999999,20.425,0.21609909943276517,2.3864124999999996,Predicted
2,C SH,ALEXANDER D,3046.5,87.85,0.516,12.0,14.545,3.6752,1,0.66,8.545,20.545,0.22136973968735132,2.4100075,Predicted
2,C SH,ALEXANDER D,3047.0,90.4,0.522,13.0,14.125,3.728289999999997,1,0.642,7.625,20.625,0.22863467625448364,2.4169375,Predicted
2,C SH,ALEXANDER D,3047.5,92.34,0.56,13.1,13.93,3.637249999999998,1,0.623,7.38,20.48,0.2341617260349686,2.420155,Predicted
2,C SH,ALEXANDER D,3048.0,93.96,0.592,12.6,13.6,3.4240599999999985,1,0.604,7.3,19.9,0.23877709750114673,2.4256,Predicted
2,C SH,ALEXANDER D,3048.5,94.35,0.607,11.9,13.58,3.400869999999999,1,0.585,7.63,19.53,0.23988820544670814,2.42593,Predicted
2,C SH,ALEXANDER D,3049.0,93.85,0.607,11.0,13.95,3.4305599999999994,1,0.566,8.45,19.45,0.23846370808060377,2.419825,Predicted
2,C SH,ALEXANDER D,3049.5,92.45,0.607,9.3,14.73,3.5636,1,0.547,10.08,19.380000000000003,0.23447511545551156,2.406955,Predicted
2,C SH,ALEXANDER D,3050.0,91.43,0.613,10.0,14.335,3.5524300000000038,1,0.528,9.335,19.335,0.23156914082865865,2.4134724999999997,Predicted
2,C SH,ALEXANDER D,3050.5,90.38,0.603,10.8,13.985,3.4442300000000006,1,0.509,8.584999999999999,19.384999999999998,0.22857769635983943,2.4192475,Predicted
2,C SH,ALEXANDER D,3051.0,91.31,0.592,11.9,14.05,3.4389699999999994,1,0.491,8.100000000000001,20.0,0.2312272614607936,2.4181749999999997,Predicted
2,C SH,ALEXANDER D,3051.5,94.47,0.582,12.7,14.2,3.466699999999999,1,0.472,7.85,20.549999999999997,0.2402300848145732,2.4156999999999997,Predicted
2,C SH,ALEXANDER D,3052.0,95.67,0.575,13.6,14.39,3.4536299999999995,1,0.453,7.590000000000001,21.19,0.2436488784932237,2.412565,Predicted
2,C SH,ALEXANDER D,3052.5,95.66,0.584,13.7,14.61,3.4566199999999996,1,0.434,7.76,21.46,0.2436203885459016,2.408935,Predicted
2,C SH,ALEXANDER D,3053.0,94.72,0.593,13.2,14.95,3.3895800000000005,1,0.415,8.35,21.549999999999997,0.24094233349762537,2.403325,Predicted
2,C SH,ALEXANDER D,3053.5,93.76,0.588,11.4,14.8,3.458250000000001,1,0.396,9.100000000000001,20.5,0.238207298554705,2.4058,Predicted
2,C SH,ALEXANDER D,3054.0,91.57,0.581,10.6,14.75,3.518430000000001,1,0.377,9.45,20.05,0.23196800009116783,2.406625,Predicted
2,C SH,ALEXANDER D,3054.5,88.82,0.581,11.3,13.885,3.553010000000001,1,0.358,8.235,19.535,0.22413326457759378,2.4208975,Predicted
2,C SH,ALEXANDER D,3055.0,88.2,0.575,11.2,13.455,3.5495900000000016,1,0.34,7.855,19.055,0.2223668878436244,2.4279925,Predicted
2,C SH,ALEXANDER D,3055.5,89.12,0.568,11.1,13.295,3.6044600000000013,1,0.321,7.745,18.845,0.22498796299725643,2.4306325,Predicted
2,C SH,ALEXANDER D,3056.0,89.11,0.562,11.4,13.205,3.653280000000001,1,0.302,7.505,18.905,0.22495947304993436,2.4321175,Predicted
2,C SH,ALEXANDER D,3056.5,89.68,0.559,11.8,14.08,3.7344399999999998,1,0.283,8.18,19.98,0.22658340004729335,2.41768,Predicted
2,C SH,ALEXANDER D,3057.0,95.2,0.553,9.3,15.595,3.57702,1,0.264,10.945,20.245,0.24230985096908558,2.3926825,Predicted
2,C SH,ALEXANDER D,3057.5,100.38,0.533,7.0,16.775,3.468280000000002,1,0.245,13.274999999999999,20.275,0.25706764368192686,2.3732124999999997,Predicted
2,C SH,ALEXANDER D,3058.0,100.69,0.502,5.6,17.655,3.1338900000000014,1,0.226,14.855,20.455000000000002,0.25795083204891156,2.3586925,Predicted
2,C SH,ALEXANDER D,3058.5,101.17,0.48,9.3,17.035,3.4202700000000017,1,0.208,12.385,21.685000000000002,0.25931834952037175,2.3689225,Predicted
2,C SH,ALEXANDER D,3059.0,105.79,0.45,13.6,17.85,3.508459999999998,1,0.189,11.05,24.650000000000002,0.27248070518317613,2.355475,Predicted
3,C SH,ALEXANDER D,3059.5,110.42,0.431,14.7,18.84,3.5310299999999994,1,0.17,11.49,26.189999999999998,0.2856715507933026,2.33914,Predicted
3,C SH,ALEXANDER D,3060.0,115.02,0.408,15.2,19.66,3.5995099999999955,1,0.151,12.06,27.259999999999998,0.2987769265614628,2.32561,Predicted
3,C SH,ALEXANDER D,3060.5,118.87,0.394,12.1,20.855,3.4039299999999986,1,0.132,14.805,26.905,0.30974555628046646,2.3058924999999997,Predicted
3,C SH,ALEXANDER D,3061.0,120.98,0.389,8.0,20.965,3.206249999999999,1,0.113,16.965,24.965,0.3157569351654269,2.3040775,Predicted
3,C SH,ALEXANDER D,3061.5,120.17,0.382,8.7,19.085,3.2952699999999977,1,0.075,14.735000000000001,23.435000000000002,0.3134492494323378,2.3350975000000003,Predicted
3,C SH,ALEXANDER D,3062.0,118.88,0.384,10.7,19.515,3.376789999999997,1,0.057,14.165000000000001,24.865000000000002,0.30977404622778854,2.3280024999999998,Predicted
3,C SH,ALEXANDER D,3062.5,117.37,0.407,9.4,20.135,3.2881999999999976,1,0.038,15.435000000000002,24.835,0.30547206418215334,2.3177725,Predicted
3,C SH,ALEXANDER D,3063.0,112.94,0.438,7.4,21.47,3.242339999999999,1,0.019,17.77,25.169999999999998,0.2928510175184686,2.295745,Predicted
5,C LM,ALEXANDER D,3063.5,104.72,0.468,5.8,22.55,3.1191199999999992,2,1.0,19.650000000000002,25.45,0.26943228081971277,2.2779249999999998,Predicted
8,C LM,ALEXANDER D,3064.0,93.17,0.498,5.1,23.07,3.016159999999997,2,0.991,20.52,25.62,0.23652639166270184,2.269345,Predicted
8,C LM,ALEXANDER D,3064.5,82.73,0.559,5.6,19.8,3.5693399999999955,2,0.983,17.0,22.6,0.2067828866584426,2.3233,Predicted
8,C LM,ALEXANDER D,3065.0,71.43,0.687,1.3,10.76,4.17643,2,0.974,10.11,11.41,0.17458924618448382,2.47246,Predicted
8,C LM,ALEXANDER D,3065.5,52.48,0.923,0.9,6.66,4.161959999999998,2,0.966,6.21,7.11,0.12060079600912818,2.5401100000000003,Predicted
8,C LM,ALEXANDER D,3066.0,29.52,0.898,0.6,6.32,4.293700000000001,2,0.957,6.0200000000000005,6.62,0.05518787695761552,2.5457199999999998,Predicted
8,C LM,ALEXANDER D,3066.5,20.23,0.857,0.6,6.24,4.388220000000001,2,0.948,5.94,6.54,0.028720715895396313,2.5470399999999995,Predicted
6,C LM,ALEXANDER D,3067.0,19.76,0.801,0.6,6.4,3.843810000000001,2,0.94,6.1000000000000005,6.7,0.02738168837125821,2.5444,Predicted
6,C LM,ALEXANDER D,3067.5,20.21,0.76,0.8,6.82,3.9268500000000017,2,0.931,6.42,7.220000000000001,0.02866373600075214,2.53747,Predicted
6,C LM,ALEXANDER D,3068.0,21.11,0.721,0.6,8.14,3.936120000000002,2,0.922,7.840000000000001,8.440000000000001,0.031227831259740005,2.5156899999999998,Predicted
6,C LM,ALEXANDER D,3068.5,28.3,0.78,0.2,9.295,4.0655800000000015,2,0.914,9.195,9.395,0.051712103384320855,2.4966325,Predicted
5,C LM,ALEXANDER D,3069.0,33.2,0.86,2.1,8.725,3.7541700000000002,2,0.905,7.675,9.775,0.06567217757214368,2.5060374999999997,Predicted
8,C LM,ALEXANDER D,3069.5,34.58,0.844,3.6,7.585,4.585110000000003,2,0.897,5.785,9.385,0.06960379030259173,2.5248475,Predicted
8,C LM,ALEXANDER D,3070.0,35.04,0.827,3.5,6.925,4.479870000000004,2,0.888,5.175,8.675,0.07091432787940775,2.5357374999999998,Predicted
8,C LM,ALEXANDER D,3070.5,31.78,0.809,3.7,6.7,4.520160000000004,2,0.879,4.85,8.55,0.06162660505240726,2.5394500000000004,Predicted
6,C LM,ALEXANDER D,3071.0,25.36,0.78,3.8,6.585,4.161230000000001,2,0.871,4.6850000000000005,8.485,0.04333605887162715,2.5413475,Predicted
6,C LM,ALEXANDER D,3071.5,24.34,0.724,6.0,7.545,3.848500000000002,2,0.862,4.545,10.545,0.040430084244774234,2.5255075,Predicted
7,C LM,ALEXANDER D,3072.0,24.38,0.644,8.0,9.3,3.5894200000000014,2,0.853,5.300000000000001,13.3,0.04054404403406258,2.49655,Predicted
7,C LM,ALEXANDER D,3072.5,25.72,0.601,6.7,10.78,3.3301799999999986,2,0.845,7.43,14.129999999999999,0.0443616969752223,2.47213,Predicted
7,C LM,ALEXANDER D,3073.0,31.28,0.594,6.9,10.86,3.211799999999998,2,0.836,7.409999999999999,14.309999999999999,0.060202107686302894,2.4708099999999997,Predicted
7,C LM,ALEXANDER D,3073.5,33.13,0.607,6.8,10.785,3.235809999999998,2,0.828,7.385,14.185,0.06547274794088907,2.4720475,Predicted
7,C LM,ALEXANDER D,3074.0,33.13,0.627,5.4,10.165,3.4831000000000008,2,0.819,7.464999999999999,12.864999999999998,0.06547274794088907,2.4822774999999995,Predicted
7,C LM,ALEXANDER D,3074.5,33.28,0.658,3.3,9.935,3.6055000000000037,2,0.81,8.285,11.585,0.06590009715072037,2.4860724999999997,Predicted
7,C LM,ALEXANDER D,3075.0,35.32,0.697,1.6,9.495,3.83752,2,0.802,8.694999999999999,10.295,0.0717120464044262,2.4933324999999997,Predicted
7,C LM,ALEXANDER D,3075.5,39.73,0.732,2.0,8.185,3.7162299999999995,2,0.793,7.1850000000000005,9.185,0.08427611317346674,2.5149475000000003,Predicted
6,C LM,ALEXANDER D,3076.0,44.71,0.78,3.7,7.35,4.09627,2,0.784,5.5,9.2,0.09846410693986628,2.528725,Predicted
6,C LM,ALEXANDER D,3076.5,47.02,0.859,4.9,7.025,4.146819999999999,2,0.776,4.575,9.475000000000001,0.10504528477126847,2.5340875,Predicted
6,C LM,ALEXANDER D,3077.0,47.48,0.895,6.4,7.11,4.18769,2,0.767,3.91,10.31,0.10635582234808448,2.532685,Predicted
6,C LM,ALEXANDER D,3077.5,47.67,0.914,6.6,6.95,4.129079999999998,2,0.759,3.6500000000000004,10.25,0.10689713134720415,2.535325,Predicted
6,C LM,ALEXANDER D,3078.0,48.06,0.92,6.5,7.035,4.143629999999999,2,0.75,3.785,10.285,0.10800823929276555,2.5339224999999996,Predicted
6,C LM,ALEXANDER D,3078.5,48.06,0.92,6.5,7.035,4.143629999999999,2,0.75,3.785,10.285,0.10800823929276555,2.5339224999999996,Predicted
6,C LM,ALEXANDER D,3079.0,50.2,0.92,6.4,7.17,4.15029,2,0.741,3.9699999999999998,10.370000000000001,0.11410508801969227,2.531695,Predicted
6,C LM,ALEXANDER D,3079.5,54.42,0.92,6.2,7.405,4.140039999999999,2,0.733,4.305,10.505,0.12612784578961314,2.5278175000000003,Predicted
5,C LM,ALEXANDER D,3080.0,55.8,0.919,5.5,7.825,4.07126,2,0.724,5.075,10.575,0.1300594585200612,2.5208875,Predicted
5,C LM,ALEXANDER D,3080.5,53.94,0.919,4.5,8.11,4.048560000000002,2,0.716,5.859999999999999,10.36,0.12476032831815294,2.516185,Predicted
5,C LM,ALEXANDER D,3081.0,51.81,0.919,3.3,8.435,3.8681099999999997,2,0.707,6.785,10.085,0.11869196953854834,2.5108225,Predicted
